Email,Status
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,not_reject
Noooooooo please. Last thing I need is stress. For once in your life be fair.,not_reject
"For ur chance to win a 250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",not_reject
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),not_reject
Not course. Only maths one day one chapter with in one month we can finish.,not_reject
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,not_reject
No plans yet. What are you doing ?,not_reject
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",not_reject
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",not_reject
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,not_reject
Not directly behind... Abt 4 rows behind ...,not_reject
:( but your not here....,not_reject
URGENT! This is the 2nd attempt to contact U!U have WON 1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max7. 50,not_reject
Omg how did u know what I ate?,not_reject
"CHA QUITEAMUZING THAT扴COOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",not_reject
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,not_reject
At WHAT TIME should i come tomorrow,not_reject
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,not_reject
But you were together so you should be thinkin about him,not_reject
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,not_reject
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",not_reject
Tell me again what your address is,not_reject
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",not_reject
How much u trying to get?,not_reject
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,not_reject
I'm awake oh. What's up.,not_reject
Think + da. You wil do.,not_reject
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),not_reject
I am in hospital da. . I will return home in evening,not_reject
Gettin rdy to ship comp,not_reject
7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st "Ur Lovely Friendship"... good morning dear,not_reject
Try to do something dear. You read something for exams,not_reject
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,not_reject
SYMPTOMS when U are in love: "1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your,not_reject
Great. Have a safe trip. Dont panic surrender all.,not_reject
"Thank you for applying to the Junior Software Developer position at MSC Technology.
Unfortunately, MSC Technology has moved to the next step in their hiring process, and your application was not selected at this time.",reject
"Thank you for your interest in the Train To Hire - Junior Software Developer position at Mindlance in Chicago, Illinois, United States. Unfortunately, we will not be moving forward with your application, but we appreciate your time and interest in Mindlance.",reject
"eth, 

Thank you for your interest in Exyn and for applying to be apart of our team as a Software Engineer, Product. We appreciate the opportunity to learn more about you and your professional accomplishments.

We were fortunate to have received so many terrific applications.  Although we were impressed with your background, we have decided to move forward with candidates whose skills and experiences are better aligned with that which we're seeking for this particular role.

As Exyn continues to grow, we’ll keep your information on file and look forward to reaching out to you when the right opportunity arises.

In the meantime, we wish you much success in your job search and career. 

Best wishes,

The People & Culture team at Exyn Technologies",reject
"Thank you for your interest in the Software Engineer position at Lantana Consulting Group in Vermont, United States. Unfortunately, we will not be moving forward with your application, but we appreciate your time and interest in Lantana Consulting Group.

Regards,

Lantana Consulting Group",reject
"Hi Seth,

Thank you for your interest in PathAI! Unfortunately, the hiring team has decided not to move forward with your candidacy at this time. 

Please feel free to keep in touch and reach out again in the future. You can connect with us on LinkedIN, Twitter, and AngelList. 

We appreciate your time and consideration, and wish you the best of luck with your search.

Take care,

PathAI Hiring Team",reject
"Hi Seth,

     Thank you for taking the time to apply for our Software Engineer I. Given the number of opportunities available for career growth and development we appreciate you considering Chewy.
     We received a large number of applicants for this role and after careful consideration and review we’re unfortunately unable to move forward with your candidacy at this time.  

     We have your information on file and will reach out in the future should there be another opportunity we feel is a good match. We wish you all the best in your job search and on your future endeavors.
Kind Regards,

The Chewy Campus Recruiting Team",reject
"Thank you for your interest in the Entry Level Software Developer position at ProSearch in Brunswick, Maine, United States. Unfortunately, we will not be moving forward with your application, but we appreciate your time and interest in ProSearch.
Regards,
ProSearch",reject
"Thank you for your interest in the Software Engineer position at Shields Health Solutions in Stoughton, Massachusetts, United States.

Unfortunately, Shields Health Solutions did not select your application to move forward in the hiring process.

Regards,
Shields Health Solutions",reject
"Seth,

Thanks for your interest in the Software Engineer position at Concinnate Solutions in Washington, District of Columbia, United States. Unfortunately, we will not be moving forward with your application but we appreciate your time and interest in Concinnate Solutions.

Regards,
Concinnate Solutions",reject
"Thank you for your interest in the Software Engineer position at Silicon Integration Initiative, Inc. in Austin, Texas, United States. Unfortunately, we will not be moving forward with your application, but we appreciate your time and interest in Silicon Integration Initiative, Inc..

Regards,

Silicon Integration Initiative, Inc.",reject
"Thank you for applying to the Java Developer position at Sports Information Analysis.
Unfortunately, Sports Information Analysis has moved to the next step in their hiring process, and your application was not selected at this time.",reject
"Thank you for your interest in RCCo. Unfortunately, at this time we are both hiring for the position of Junior Developer. We will keep your CV on file if the position opens on a future date. We wish you the best in your job search, and the best of the season as well. ",reject
"Thank you for applying to the ENTRY-LEVEL WEB PROGRAMMER position at Oahu Publications, Inc..
Unfortunately, Oahu Publications, Inc. has moved to the next step in their hiring process, and your application was not selected at this time.",reject
"Seth,

Thank you for your interest in our Software Engineer opening. Unfortunately, we have decided to pursue other candidates who are more aligned to our needs at this time. 

We want to highlight that many of our portfolio companies are currently hiring and your skill set may be a match for their needs. Here is the link to a website where all Techstars Portfolio companies post their open jobs around the globe: jobs.techstars.com. 

Thank you again for your interest in an employment opportunity with Techstars, and we wish you the best in your current job search.

Sincerely,
The Techstars Talent Acquisition Team",reject
"Thank you for your interest in the Software Engineer position at Advisor360° in Weston, Massachusetts, United States. Unfortunately, we will not be moving forward with your application, but we appreciate your time and interest in Advisor360°.

Best regards,
Advisor360°",reject
"Thank you for your interest in the iOS Developer UP TO $140K +EQUITY position at Profizi in Jersey City, New Jersey, United States. Unfortunately, we will not be moving forward with your application, but we appreciate your time and interest in Profizi.

Regards,

Profizi",reject
"Thank you for your interest in the Software Engineer position at Decentrix Inc. in Denver Metropolitan Area. Unfortunately, we will not be moving forward with your application, but we appreciate your time and interest in Decentrix Inc..

Regards,

Decentrix Inc.",reject
"Thank you for applying to the Entry Level Developer position at The Nexxus Group.
Unfortunately, The Nexxus Group has moved to the next step in their hiring process, and your application was not selected at this time.",reject
"Hello Seth,

Thank you very much for your interest in our Software Engineer - React/Redux opening. We've had a chance to discuss your background and qualifications with the hiring manager and unfortunately, we have decided to pursue other candidates who appear to match our requirements more closely at this time. Should requirements change on our side or if a similar position opens up, we will not hesitate to contact you.

Thank you again for your time and interest in an employment opportunity with Alteryx, Inc. We wish you the best of luck in your continued search.


Sincerely,
Alteryx Talent Acquisition ",reject
"Thank you for your interest in the Web Developer position at DiversityInc in Woodbridge Township, New Jersey, United States. Unfortunately, we will not be moving forward with your application, but we appreciate your time and interest in DiversityInc.
Regards,
DiversityInc",reject
"Thank you for applying to the Full Stack Developer position at Test Innovators.
Unfortunately, Test Innovators has moved to the next step in their hiring process, and your application was not selected at this time.",reject
"Thank you for applying to the Backend Developer position at YinzCam, Inc..
Unfortunately, YinzCam, Inc. has moved to the next step in their hiring process, and your application was not selected at this time.",reject
"Thank you for applying to the JavaScript / Ruby on Rails Developer - Remote / Work from Home position at Tithe.ly.
Unfortunately, Tithe.ly has moved to the next step in their hiring process, and your application was not selected at this time.",reject
"eth,

Thanks for your interest in the Mobile Software Developer position at NECS Inc. ( Software for Food Distributors) in Branford, CT. Unfortunately, we will not be moving forward with your application but we appreciate your time and interest in NECS Inc. ( Software for Food Distributors).

Regards,
NECS Inc. ( Software for Food Distributors)",reject
"Thank you for your interest in the Software Engineer, TikTok iOS position at TikTok in Mountain View, California, United States. Unfortunately, we will not be moving forward with your application, but we appreciate your time and interest in TikTok.
Regards,
TikTok",reject
"Seth,

Thank you for your interest in the Associate Software Engineer role at HPR. Unfortunately, we have decided not to proceed with your candidacy for the current opening.

Thank you again for your time and interest in HPR. We wish you the very best in your endeavors.

Regards,
HPR Recruiting",reject
"Hi Seth,

Thanks for your interest in Fritz AI. Unfortunately, we are unable to offer you a position at this time. We'll keep your resume on file and reach out if that changes in the future.

Best,
Jameson",reject
"Unfortunately, SoftSages Technology Inc has decided not to move forward with your Software Developer - entry level application at this time. ",reject
"Unfortunately, PatientsLikeMe, LLC has decided not to move forward with your Full Stack Software Engineer application at this time. ",reject
"Thank you for your interest in changing the world with us. We appreciate the opportunity to learn about your skills and accomplishments.
Unfortunately, you were not the most competitive candidate for the Java Developer, Junior role.* Although we can’t offer you this position, we’ll keep your resume on file for a year—if new opportunities come up that fit your skills and experience, we’ll let you know. And please continue to apply to other positions on boozallen.com/careers that inspire and excite you.
 
—Booz Allen Talent Acquisition Team",reject
"Hello Seth,

Thank you for giving us the opportunity to consider you for the position with us at Unity Technologies.  

We have carefully reviewed your experience and qualifications for this position, and unfortunately, we have decided not to move forward with your application at this time. 

Please keep checking our Careers Page, and LinkedIn Company Page, for other opportunities that may be of interest to you. 

We do appreciate your interest in Unity Technologies, and we wish you every success for the future. 

Regards, 

Unity Technologies Recruiting Team",reject
"Thanks for your interest in the Web Designer/Developer Intern/Consultant position at Cannabis Creative Group. We have reviewed your application. Unfortunately, you are not the right fit for the position at this time because we are looking for someone local.

Best of luck in your job search.

Sincerely,
CCG Human Resources",reject
"Thank you for your interest in joining the DICK'S Sporting Goods, Inc. team. We value candidates like you who are committed to excellence and share our passion for sports. Unfortunately, at this time we have decided to move forward with other candidates for the Software Engineering Internship position at Corporate.

 

While this wasn’t the best match for you to join our team right now, new opportunities are posted often. We recommend keeping an eye on our career site and applying to future roles that match your experience and skillset. You can also stay-in-the-know about what’s happening here and receive job-alerts that match your interests by joining our Talent Community.

 

We wish you every success in your career search.

 

Thank you,

DICK'S Sporting Goods, Inc.",reject
"Thank you for applying to the WordPress Developer/Web Development Intern position at RevoluSun.
Unfortunately, RevoluSun has moved to the next step in their hiring process, and your application was not selected at this time.",reject
"Thank you for your interest in our Developer Internship opening.

We have just recently filled this position, and unfortunately will not be able to move forward with your candidacy at this time.

Should something change on our side (or we get another job opening that matches your background), we will not hesitate to contact you.

Thank you again for your interest in an employment opportunity with Provenir Inc., and we wish you the best in your current job search.

Provenir Human Resources
www.provenir.com",reject
"Thank you for your interest in our UI Software Engineer (open to remote) position.

We were very fortunate to have a strong group of applicants to consider for this role and have recently filled this position. Unfortunately, because this role is no longer available, we will not be moving forward with your application.

New positions open up regularly and we encourage you to visit our careers page and apply to another opening that fits your interests and qualifications.

Thank you again for your interest in New Relic.

Best regards,
The New Relic Talent Acquisition Team",reject
"Thank you for your interest in Nuts.com and taking the time to apply for the Software Engineer role.
 
After carefully considering your qualifications, we have decided to pursue other candidates whose experience more closely aligns with the needs of the role.
 
Although we have not opted to move forward at this time, we encourage you to continue to check our Career page for future opportunities.

Thanks again for your interest in our company and we wish you the best of luck in your future endeavors.
 
Warm Regards,
 
The Nuts.com Talent Acquisition Team",reject
"Unfortunately, we have decided not to proceed with your candidacy for the current opening at DriveWealth.

We received many qualified applicants and have decided to move ahead with another candidate who we feel is a better match for this particular position. We will continue to grow and our needs are constantly changing. Please feel free to watch our job openings at DriveWealth Careers and follow us on LinkedIn for future opportunities.

Thanks again for your interest in DriveWealth and we wish you luck in your search.

Regards,
DriveWealth",reject
"Thank you for your interest in working with DPR Construction! After further review of your application, you will not be moving forward in the recruiting process for Software Developer . To apply to other opportunities, please make sure to visit our website at www.dpr.com/company/careers.

DPR Talent Acquisition ",reject
"Hi Seth
Thank you for taking the time to apply to the role of Software Engineer with VMware.

Unfortunately, it has been decided that this role will not be moving ahead.

We will, however, keep your resume on record and get in touch with you about future opportunities that may arise.

We wish you all the best in your job search and hope we will have the chance to consider you for another role in the future.

Sincerely,

VMware Human Resources ",reject
"Hi Seth,

Thanks so much for your interest in Software Engineer I-211299 with Cox Automotive.  Unfortunately, you haven't been selected to move forward with the next phase of the process.
 
We truly appreciate your interest in joining the Cox family of brands and encourage you to join our talent community to get notified of new roles that open up that may pique your interest.
 
Best wishes to you as you take the next steps of your career journey.",reject
"Thank you very much for your interest in a career at Intel! We have received your direct submission or referral for the following position:

Position: Software Engineer
Job Number: JR0148336
Application Date: 2020 Nov 09

There were several applications submitted for this position, and after careful review, unfortunately, we have
decided to pursue a different candidate whose experience and skills more closely meet the needs of this particular role.

Competition for jobs at Intel is always strong and we often have to make difficult choices between many high-caliber candidates.
Now that we have your information in our database, we will definitely reach out again with future openings for which you qualify.

We hope you will keep us in mind, too, and apply again in the future.
Thank you very much for considering a career at Intel. We know there are lots of companies out there to choose from and we greatly
appreciate your interest.

Kind regards,
Intel Talent Acquisition team",reject
"Thank you again for your interest in BluJay Solutions. We appreciated the chance to review your coding but unfortunately we have decided to move forward with other candidates.


As far as feedback, continue to work on the fundamentals of object oriented programing (inheritance, enums, abstraction) or object oriented concepts to reduce duplicate coding. We like to see files instead of long strings or having all the logic in the main. For exercise 2, the Semi should be extended into the code with the SUV as well. Please note this is general feedback and you may have done some of these but the candidates that showed most/all of these things are the candidates we moved forward with. 


Best of luck in your search,",reject
"Thank you for your interest in the Software Engineer, Staff position. While you have many positive attributes, unfortunately you have not been chosen for further consideration.
We hope that you’ll consider other opportunities with Fiserv. Please visit our career page at https://www.careers.fiserv.com/ to see the latest openings and join our Talent Network.
Thank you for your interest in Fiserv, and best wishes for a successful career search.

The Fiserv Recruiting Team ",reject
"Unfortunately, Vensit has decided not to move forward with your Junior Python Developer(Only W2 roles) application at this time. ",reject
"Thank you for your recent application for the opening at HomeAdvisor & Angie's List. Unfortunately, we have decided not to proceed with your candidacy at this time. We received many qualified applicants and have decided to move ahead with another candidate who we feel is a better match for this particular position.

Thanks again for your interest in HomeAdvisor & Angie's List; please check out our Careers page to see if another role might be a more suitable search now or in the future.

Regards,
",reject
"First and foremost, we’d like to thank you for your interest in Cogo and the Quantitative Data Analyst role. We know how stressful and time consuming the job application process can be, and we’re so appreciative that you took the time to speak to us and our team. Unfortunately, timing is everything, and we are putting this position on hold while we reevaluate our needs. 

We’d love to stay connected as we continue to grow our team. We strongly encourage you to keep an eye on our careers site and follow us on social media to get the inside scoop on what’s happening at Cogo. You can find us on LinkedIn, Instagram, and Twitter. 

While we know that emails like this are disappointing to read, we don’t want them to be! We look forward to staying connected and encourage you to check back with us in the future for new opportunities to join our team. 

Wishing you all the best,

The Cogo Recruiting Team ",reject
"Dear Seth,

Thank you for your recent inquiry into employment opportunities with the TJX.

Our Recruiters have reviewed your resume and unfortunately at this time we are not able to offer you further consideration for the position of Software Engineer - New Grads (January 2021). Please feel free to review our open positions at http://www.jobs.tjx.com for future openings that you may have interest in.

Thank you again for giving us the opportunity to consider you for employment and please accept our best wishes for success in your job search.

Sincerely,

The TJX Companies, Inc. Global Talent Acquisition Team",reject
"Thank you for applying for the Entry Level Software Developer  position at General Motors! We appreciate your interest in joining our team.

Unfortunately, for this role, we will not be moving forward with your application as other candidates were considered a better fit for the job.

Please note that this decision only applies to the  Entry Level Software Developer  position so if you have submitted other applications for other GM roles, you will be notified separately about next steps for those positions.

GM frequently posts new opportunities, so we encourage you to check our website often to explore new job postings that might interest you.

Thank you again for applying. We wish you all the best with your job search!

Sincerely,

",reject
"Thank you for your recent inquiry into employment opportunities with the TJX.

Our Recruiters have reviewed your resume and unfortunately at this time we are not able to offer you further consideration for the position of Software Engineer Intern. Please feel free to review our open positions at http://www.jobs.tjx.com for future openings that you may have interest in.

Thank you again for giving us the opportunity to consider you for employment and please accept our best wishes for success in your job search.

Sincerely,

The TJX Companies, Inc. Global Talent Acquisition Team",reject
"Thank you for applying to Ribbon! We receive applications from qualified candidates daily and are flattered that you would consider a career here. While our team was impressed by your background, we unfortunately don't see a strong mutual fit at this time for the role.
 
We appreciate you taking the time to learn more about Ribbon and encourage you to continue visiting our Careers page, as we will be adding new roles on a regular basis that may be a better fit.
 
All the best for your future!",reject
"Thank you for your interest in Travelers. It was our pleasure to review your qualifications for our Associate Software Engineer (Java), R-1681. Unfortunately, we are not able to offer you employment with Travelers at this time.

We appreciate the time you took to explore our career opportunities and learn about Travelers. Please continue to visit our Careers Site to view our most current job openings. You may also login to the Candidate Home to review your other job submissions, or to edit your profile. We wish you the best of luck in your career search.

Sincerely,
Travelers Talent Acquisition Team ",reject
"Thank you for your interest in TomTom. We appreciate the time that you took to apply for our Software Engineering Intern position.

Unfortunately, however, after careful review of your profile we decided not to proceed further with your application. Note that if you’ve applied for multiple positions, we’re reviewing your other application(s) and will reply separately.

We encourage you to stay on top of our latest job opportunities via our career website (tomtom.com/careers).

If you have any questions or concerns, feel free to contact us at recruitment@tomtom.com.

Thanks again. We wish you the best in your continued job search and career.

TomTom Recruitment Team ",reject
"Thanks so much for your interest in Software Engineer I, Advertising-202000592 with Cox Automotive.  Unfortunately, you haven't been selected to move forward with the next phase of the process.
 
We truly appreciate your interest in joining the Cox family of brands and encourage you to join our talent community to get notified of new roles that open up that may pique your interest.
 
Best wishes to you as you take the next steps of your career journey.",reject
"Unfortunately, we have decided not to proceed with your candidacy for the current opening at InterSystems.

We received many qualified applicants and have decided to move ahead with another candidate who we feel is a better match for this particular position.

Thanks again for your interest in InterSystems and we wish you luck in your search.

Regards,
InterSystems",reject
"Thank you for your interest in BAE Systems. We place a great emphasis on matching a candidate’s background and experience with available opportunities, and are continually impressed by the caliber of today’s candidates. We regret to inform you that you were not selected for the following position:

Entry Level Software Engineer - Engineering Leadership Development Program I - Defense, 65480BR.

Please log into your candidate portal at jobs.baesystems.com to check on the status of any other positions for which you applied. You can also connect with us on LinkedIn to see current openings

Thank you again for your interest in BAE Systems, and we wish you success in your professional endeavors.

Kind regards,",reject
"Thank you for your submission for the position of New College Graduate: Software Engineer I, Req ID 169410BR.

We regret to inform you that you were not selected for this position. We appreciate your desire to expand your career with Raytheon Technologies and encourage you to investigate other job positings with Raytheon Technologies and apply to any that are commensurate with your background and experience.

Please check your Job Submission status via the Job Center and navigate to the Candidate Zone to get the most updated status of other Raytheon Technologies opportunities to which you have applied.

Again, thank you for your interest in Raytheon Technologies.

Sincerely,

Raytheon Technologies Talent Acquisition
MA - Marlborough",reject
"Thank you for your interest in joining the Jelli team. We wanted to let you know that although your resume and cover letter were very competitive, our hiring team reviewed your application and did not select it for further consideration.

We wish you all the best in your job search.

Best regards,

Jelli, Inc.",reject
"Hope you are doing well.

We regret to inform you that the position you applied for has been filled by another candidate. We will retain your resume and if a position opens that closely matches your skill set, we will contact you at that time. Thanks again for your interest in employment at IAM Robotics.

Sincerely, ",reject
"Thank you for applying for the Entry Level Software Developer  position at General Motors! We appreciate your interest in joining our team.

Unfortunately, for this role, we will not be moving forward with your application as other candidates were considered a better fit for the job.

Please note that this decision only applies to the  Entry Level Software Developer  position so if you have submitted other applications for other GM roles, you will be notified separately about next steps for those positions.

GM frequently posts new opportunities, so we encourage you to check our website often to explore new job postings that might interest you.

Thank you again for applying. We wish you all the best with your job search!

Sincerely,


GM Global Talent Acquisition Team
",reject
"Thank you for your interest in the 2020-45452  Software Engineer  position with General Dynamics Mission Systems.  Although you were not selected for this specific requisition, we highly encourage you to apply for other opportunities. Please continue to review upcoming opportunities through our career sites.",reject
"Thank you for your interest in the SOFTWARE ENGINEER position at Gates! We appreciate you taking the time, interest, and effort to explore open opportunities with our company.  Although your qualifications are impressive, 

we were fortunate to have a number of applicants prior to you applying and have extend an offer out to a candidate.

 

While this role did not work out, your strengths and skills may be suited to other opportunities with Gates. We would love to reach out with future positions that align with your background and hope that you will keep in touch with us by visiting our careers website.

 

We wish you all the best with your professional endeavors and hope to connect again soon!",reject
"Thank you for your interest in UPS and the ""Software Developer I"" position.
While you were not selected for this position, we invite you to revisit the UPS careers site at any time to explore other positions fit with your experience, education, and career development aspirations.

This invitation is part of our commitment to help you find your #Future You.

Sincerely,

The UPS Recruiting Team.",reject
"Thank you for applying for the position of 01406712 Associate Software Engineer (New Grad) (Open) Associate Software Engineer (New Grad) . We have reviewed your skills, qualifications and experience; however, you were not selected to move forward in our hiring process at this time. We appreciate your interest and encourage you to visit https://jobs.rtx.com/ again to apply to any of our current openings.

Regards,",reject
"Thank you for your interest in The Allen Institute for AI and for the time that you took to apply to Frontend Software Engineer. We received many applications from qualified candidates. We want to let you know that we are not moving forward with your candidacy at this time for Frontend Software Engineer. 

We want to acknowledge the time you took to apply and let you know that we are truly grateful.  Please keep an eye on our careers page and feel free to apply to future roles suited to your skill set. 

We also encourage you to check out our AI2 Startup Incubator (incubator.allenai.org). If you have ever thought about launching your own startup, we can help you become a co-founder of the next great AI-first company!

Thank you,

AI2 Recruiting ",reject
"Seth Polyniak,

As part of your application to Entry Level Back End Developer: 2021, we recently invited you to complete our Coding Assessment.

We wanted to let you know that your responses have been received and are being considered, along with other information from your application process, to determine next steps. These next steps may include being invited to complete another assessment or invitation to an interview.

Please note that if you did not just complete an assessment, this means that your responses were returned from a prior application to IBM and completion of the same assessment. As your assessment responses remain valid for 12 months, there is no need to retake this assessment at this time.

IBM Assessment Team",not_reject
"Hello Seth,

Thank you for expressing interest in iCIMS, a high-growth recruitment software solutions provider! After reviewing your resume, we feel that your background and qualifications may align to an available opportunity we have for a Software Engineer I. That being said, I would like to take some time to connect with you by phone and review the next steps in the recruitment process!

 

Please reply to Sarah.Bradley@icims.com  and provide me with your availability over the next few days for a phone call, as well as the best number to reach you on. The call should take roughly 15 minutes.

 

Should you have any questions about this process, please feel free to reach out. Thank you, and I look forward to speaking with you!

 

Regards,",not_reject
"Hello,

You’ve replied to an inbox that is not actively monitored. If you have a question about your job search, please visit our Candidate Help Center.

“Phil” is simply a representation of the people and technology working hard at ZipRecruiter to help you find your next job. An email or text from Phil is just our way of alerting you about new job opportunities, and keeping you up-to-date on the progress of your search.

 

Sincerely,

The ZipRecruiter Team",not_reject
"Does this match? If not, can you update your profile? Right now, it looks like we are search for Computer Software Engineer in Denville, NJ, 07834.
Before I forget...
If you haven't already done so, please add your resume to your profile. Not only will you be able to apply to jobs quickly, but we turn the job market on its head and now employers can find you as well.
It's easy.
Upload your Resume, Build a new one, or just email it to me directly.
When you post a resume, we will automatically share your resume with more than 90 job sites and employers like Monster, Careerbuilder, Ziprecruiter & more. If you want to keep your resume only with Upward, update your privacy settings. ",not_reject
"Greetings,
My name is Manju and I'm an IT recruiter at  SynergisticIT.
 
SynergisticIT is a full service staffing and placement firm servicing client in America for the past 10 years. We are dedicated towards fulfilling the IT needs of our clients. From staffing to full implementation of projects we provide the highest quality IT Services. We do provide Java and Phyton Training to candidates, who we think would fit a job requirement with one of our clients.

Who should apply:
Candidates who have difficulty finding jobs even after completing their bachelors and masters.
Candidates who are working on redundant technologies and want to become relevant again to boost their growth.
Candidates who want to enhance their skill portfolio .
Candidate who are open to invest 3-4 months in learning about Java and then have a job in the Fortune 500 Companies.
*After training you will get an opportunity to work with companies like Apple, Google, Wells Fargo, Bank of America, PayPal, eBay etc.*

Required Qualifications :

    Bachelors or Masters in Computer Science/MIS/IT/Mathematics.

Skills Required :

    Basic knowledge of C, C++,Core Java.

Benefit's of working with our clients:

    E-Verified.
    Filing of H1b and Green Card.
    On Job Technical Support.
    Certifications on Advance java**
",not_reject
"ello Seth,

Just one more step before you get started.

You must confirm your identity using the one-time pass code Note : This code will expire in 10 minutes.

Sincerely,

UST US Recruiting Team.",not_reject
"Dear Seth Polyniak,

Thank you for submitting your application for the position of Junior Software Engineer. We just wanted to let you know that your application has reached us safely.

We're currently reviewing and evaluating your application. We'd like to thank you for your interest in career opportunities at Swiss Re.

Kind regards,
Swiss Re Recruiting Team",not_reject
"Thank you for your interest in Scribd! We have received your application for the Software Engineer role, and are delighted that you would consider joining our team!

This email may be an automated reply, but don't think that your resume went into a black box.  All applications are reviewed by an actual human.

If this position, or something similar appears to be a strong fit you will be hearing from us soon!

Best,
The Scribd Team",not_reject
" Hope you are doing great!!!  

   

I belong to Talent Acquisition Team of TATA Consultancy Services (TCS) one of the world's leading information technology companies for the North America geography. I have come across your profile through portal and would like to discuss with you regarding opportunities. Please have a look at the job description and let me know your interest and send me your updated resume.  ",not_reject
"Thank you for your interest in CACI and recent application to the following position(s):

  • 245978 Junior Embedded Software Engineer

Our CACI Talent Acquisition team is still in process of reviewing your application, and a recruiter will contact you if you are determined to be a potential match for the position.

To check the status of your application, visit Workday and log in to your account by selecting ""Sign In"" in the top right corner. Once logged in, you can view this and any other applications by clicking the cloud icon in the top right corner and navigating to ""View Profile.""

Best regards,",not_reject
"Thanks for applying to Nuts.com! Your application has been received and will be reviewed shortly. We will reach out to you upon completion of our review.

Warm regards,

The Talent Acquisition Team
Nuts.com",not_reject
"My name is Stein and I'm an IT recruiter at Mondo, a premier Digital Marketing and IT resourcing agency. For over 15 years, the world’s most prestigious companies have turned to us to provide their IT and digital marketing departments with the most critical resource: people. Our expertise in the industry allows us to match major companies with top talent, and I have a role that could be a great match for you!

Please review the job description below and let me know what you think. Is this a role you’re interested in hearing more about?

If so, send me your most up to date resume in a Word document and let me know a good time to give you a call. 

Title: Software Engineer
Type: 6+ month C2H
Start Date: ASAP
Location: Remote
Budget: Discussed upon submission",not_reject
"Thank you for your interest in OSIsoft. Your resume is currently being reviewed. If your background matches any of our current job openings, we will contact you via email. In the event that none of our openings are appropriate, we will retain your resume and notify you when a suitable position is available.

We sincerely appreciate your interest in OSIsoft!

Regards,

OSIsoft Human Resources
Start your career at OSIsoft today! ",not_reject
"Thank you for your interest in HIMSS. We are very excited that you have decided to explore opportunites to become a Changemaker.

 

The Talent Acquistion Team will review your application for Software Engineer  and will be in touch with next steps.

 

In the meantime please check out our website www.himss.org for more information about our organization.

 

Will you join us to create what’s next for health? Learn more about what your journey could look like as a Changemaker by clicking here!

 

Thanks,

 

HIMSS Talent Acquisition Team

 

This is an automated email response. Please do not reply.",not_reject
"Seth,

Thank you, again, for submitting your application to Cognizant.

We want to remind you that in order for your application to be considered, you’ll need to complete 2 quick steps as soon as possible. These steps should take no more than 5 minutes.

    Review your candidate information sheet (see below link).
    Ensure you answer the additional questions at the bottom of the form. 

Click Here

After you select the green submit button, our hiring team will review your application. Qualified applicants can expect to receive an email from the Cognizant Campus Recruitment Team with next steps in the process.

Thank you!

US Campus Recruitment Team",not_reject
